title,type,country,rating,duration,listed_in,description,description_length,description_word_count,descr_polarity,descr_subjectivity
Strange but True,Movie,Canada,0.0,96,"Dramas, Thrillers",A young woman rattles her former boyfriend’s family when she reveals she is pregnant with his child — despite his death five years ago.,135,24,0.14444444444444446,0.3
Strange Voices,Movie,United States,0.0,96,Dramas,"When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia, a desperate couple seeks treatment for her.",147,20,-0.19999999999999998,0.5
Strange Weather,Movie,United States,1.0,91,"Dramas, Independent Movies","A grieving mother takes a road trip with her friend to confront the man who, she believes, stole her late son's business idea to get rich.",138,26,0.037500000000000006,0.675
Stranger,TV Show,South Korea,1.0,2,"Crime TV Shows, International TV Shows, Korean TV Shows","With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",145,25,0.0,0.13333333333333333
Stranger than Fiction,Movie,"United States, United Kingdom",0.0,113,"Comedies, Romantic Movies","As a writer ponders how to kill off her main character, the man begins hearing her voice in his head and realizes that his days are numbered.",141,27,0.16666666666666666,0.3333333333333333
Stranger Things,TV Show,United States,0.0,3,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",148,22,-0.23154761904761906,0.530952380952381
Strangers from Hell,TV Show,South Korea,1.0,1,"International TV Shows, Korean TV Shows, TV Horror",Unpleasant events disturb the life of an aspiring crime fiction writer when he becomes a resident of an apartment building teeming with shady neighbors.,152,24,-0.44999999999999996,0.7875
Strawberry Shortcake: Berry Bitty Adventures,TV Show,"France, United States, Canada",0.0,1,Kids' TV,"Join Strawberry Shortcake and her berry best friends in the whimsical land of Berry Bitty City, where they learn about teamwork and decision-making.",148,23,0.25,0.4
Stray Bullet,Movie,Lebanon,1.0,76,"Dramas, International Movies, Romantic Movies","In 1976 Beirut, after a rendezvous with her old flame, soon-to-wed Noha witnesses a violent incident and changes course on a path to self-realization.",150,24,-0.35000000000000003,0.6
Stree,Movie,India,1.0,127,"Comedies, Horror Movies, Independent Movies","Once a year, men in a small town fear abduction by an eccentric female spirit. A young tailor dismisses the idea of the ghost – until he falls for her.",151,30,-0.0375,0.3666666666666667
Street Flow,Movie,France,1.0,96,"Dramas, International Movies","Three brothers – a gangster, a scholar and an impressionable teen – learn hard lessons in the gritty suburbs while searching for the means to survive.",150,26,-0.09722222222222222,0.4305555555555555
Street Food,TV Show,United States,0.0,1,Docuseries,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,124,21,0.05,0.05
Street Food: Latin America,TV Show,,0.0,1,"Docuseries, Spanish-Language TV Shows","In this vibrant docuseries, Latin American chefs tell their stories and bring a taste of tradition and innovation to their delicious offerings.",143,22,0.3888888888888889,0.4444444444444444
Stretch Armstrong & the Flex Fighters,TV Show,United States,0.0,2,Kids' TV,Jake Armstrong and his best friends are unexpectedly transformed into superheroes who learn to reach far beyond the limits of any ordinary teenager.,148,23,0.23750000000000004,0.7
Stretch Armstrong: The Breakout,Movie,United States,0.0,104,Children & Family Movies,"Villains are rampaging through Charter City and the Flex Fighters – Jake, Ricardo and Nathan – need your help to halt the chaos.",128,23,0.0,0.0
Strictly Ballroom,Movie,"Australia, United Kingdom",0.0,95,"Classic Movies, Comedies, Romantic Movies","Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner.",148,25,0.09971590909090908,0.5386363636363636
Strike a Pose,Movie,"Netherlands, Belgium",1.0,85,"Documentaries, International Movies, LGBTQ Movies","A quarter-century later, this documentary relocates the male dancers who backed Madonna on her 1990 Blond Ambition tour, as seen in ""Truth or Dare.""",148,24,0.0,0.03333333333333333
Stripes,Movie,United States,1.0,106,"Classic Movies, Comedies, Cult Movies","After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too.",126,20,0.25,0.65
Striptease,Movie,United States,1.0,117,"Comedies, Dramas",A former FBI employee works as a stripper to finance her custody battle for her daughter when a secretly shady congressman takes an interest in her.,148,26,-0.125,0.3125
Strong,TV Show,United States,0.0,1,Reality TV,Gabrielle Reece hosts a transformative competition of tough fitness challenges as 10 women partner with 10 elite personal trainers.,131,19,-0.19444444444444445,0.5666666666666667
Strong Girl Bong-soon,TV Show,South Korea,0.0,1,"Crime TV Shows, International TV Shows, Korean TV Shows","Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",149,24,-0.11111111111111112,0.7222222222222222
Strong Island,Movie,"United States, Denmark",1.0,108,Documentaries,"The forces of family, grief and racial injustice converge in this powerful documentary exploring the murder of filmmaker Yance Ford's brother.",142,21,-0.16666666666666666,0.39999999999999997
Stronger Than the World,Movie,Brazil,0.0,123,"Action & Adventure, Dramas, International Movies","After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic.",148,24,-0.19444444444444445,0.5666666666666667
Strongest Deliveryman,TV Show,South Korea,1.0,1,"International TV Shows, Romantic TV Shows, TV Dramas",Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals – and bump into love along the way.,141,23,0.25,0.35
Strongland,TV Show,,0.0,1,"Docuseries, International TV Shows","From Spain's countryside to Scotland's stony terrain, this collection of uplifting documentaries explores the cultural roots of great strongman traditions.",155,20,0.45,0.425
Struggle: The Life and Lost Art of Szukalski,Movie,"Poland, United States",1.0,105,Documentaries,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter.",150,23,0.10833333333333332,0.8833333333333333
Stuart Little,Movie,"Germany, United States",0.0,85,"Children & Family Movies, Comedies",Mr. and Mrs. Little want to adopt a brother for their only child but get more than they bargained for when they take in a mouse with an attitude.,145,29,0.10416666666666667,0.6666666666666666
Stuart Little 2,Movie,United States,0.0,78,"Children & Family Movies, Comedies","Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster.",146,25,0.25,0.3
Stuck Apart,Movie,Turkey,1.0,97,"Comedies, Dramas, International Movies","Entrenched in a midlife crisis, Aziz seeks solace from his mundane job, lonesome friends and rowdy family while pretending to have his act together.",148,24,-0.16666666666666666,0.16666666666666666
Studio 54,Movie,United States,1.0,99,Documentaries,This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.,152,23,0.0,0.25
Stunt School,Movie,Turkey,0.0,95,"Children & Family Movies, Comedies, International Movies",An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.,136,23,0.2,1.0
Stunt Science,TV Show,United Kingdom,1.0,1,"British TV Shows, International TV Shows, Reality TV","When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers.",147,24,-0.55,0.7
Sturgill Simpson Presents Sound & Fury,Movie,United States,1.0,42,"Anime Features, Music & Musicals, Sci-Fi & Fantasy","In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.",149,22,0.0,0.4666666666666666
Styling Hollywood,TV Show,,0.0,1,Reality TV,"Whether styling superstars or elevating A-list homes, couple Jason Bolden and Adair Curtis of JSN Studio connect famous clientele with the chicest looks.",153,23,0.5,1.0
Submission,Movie,United States,1.0,95,"Action & Adventure, Dramas","After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await.",140,24,0.13636363636363635,0.45454545454545453
Suburra,Movie,"Italy, France",0.0,135,"Dramas, International Movies, Thrillers",A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.,148,24,0.06666666666666665,0.65
Suburra: Blood on Rome,TV Show,Italy,1.0,3,"Crime TV Shows, International TV Shows, TV Dramas","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",145,25,-0.19999999999999998,0.6
Suckseed,Movie,Thailand,1.0,130,"Comedies, International Movies, Music & Musicals","When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.",149,26,0.35,0.7
Sudani from Nigeria,Movie,India,0.0,115,"Comedies, Dramas, International Movies","When a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences.",151,24,-0.17500000000000002,0.24166666666666667
Sudden,TV Show,Singapore,0.0,1,"International TV Shows, Romantic TV Shows, TV Dramas",A car accident sends four lawyers spiraling in different directions as they scramble to rebuild their shattered lives.,118,18,0.0,0.6
Suffragette,Movie,"United Kingdom, France",0.0,107,"Dramas, International Movies","At the beginning of the 20th century, circumstances drive a young, idealistic suffragette to find radical approaches to fighting male oppression.",145,21,0.03333333333333333,0.16666666666666666
Sugar High,Movie,United States,0.0,44,Children & Family Movies,"Talented sugar artists compete for $10,000 over two rounds of competition — candy and sugar sculpture — in this ""Sugar Rush"" spinoff special.",141,23,0.5285714285714286,0.7357142857142858
Sugar Rush,TV Show,United States,0.0,3,Reality TV,Time's the most important ingredient as teams race against the clock – and each other – to bake up the best-tasting sweets.,123,22,0.25833333333333336,0.625
Sugar Rush Christmas,TV Show,United States,0.0,2,Reality TV,"It's everything you love about ""Sugar Rush"" – with a holly jolly holiday twist – in this Christmas-themed spin on competitive baking.",133,22,0.5,0.6
Suicide (Hitabdut),Movie,Israel,1.0,114,"International Movies, Thrillers","A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret.",149,28,-0.6333333333333333,0.6666666666666666
Suite Française,Movie,"United Kingdom, France, Canada, Belgium, United States",1.0,107,"Dramas, International Movies, Romantic Movies","Waiting for news of her prisoner-of-war husband, a French woman in Nazi-occupied France reluctantly falls for a German officer quartering in her home.",150,23,0.0,0.0
Suits,TV Show,South Korea,1.0,1,"International TV Shows, Korean TV Shows, TV Comedies",A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.,147,25,-0.1,0.2
Summer Night,Movie,United States,1.0,93,"Comedies, Dramas, Romantic Movies",A group of 20-somethings in a small town experience a variety of personal and relationship issues leading up to a gathering at the local watering hole.,151,26,-0.08333333333333333,0.2333333333333333
Summer of '92,Movie,"Denmark, United Kingdom, Sweden",1.0,94,"Dramas, International Movies, Sports Movies","When a quirk of fate kicks the Danish national soccer team into the European Championship final, the coach must whip his unprepared squad into shape.",149,25,0.0,0.5
Summertime,TV Show,Italy,1.0,1,"International TV Shows, Romantic TV Shows, TV Dramas",Two young adults from very different backgrounds fall in love during a summer on Italy’s Adriatic Coast. Inspired by Federico Moccia's book series.,147,23,0.19999999999999998,0.5933333333333334
Sun Dogs,Movie,"Mexico, United States",1.0,94,"Comedies, Dramas, Independent Movies","Rejected by the Marines but eager to serve his country after 9/11, a simple-minded man performs amateur terrorist surveillance with a young runaway.",148,23,-0.075,0.325
Sunday's Illness,Movie,Spain,0.0,113,"Dramas, Independent Movies, International Movies","Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location.",132,24,0.0,0.30000000000000004
Sunderland 'Til I Die,TV Show,United Kingdom,1.0,2,"British TV Shows, Docuseries, International TV Shows",This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.,150,23,0.0,0.0
SunGanges,Movie,"India, United States",0.0,74,"Documentaries, International Movies","A trio of filmmakers treks across India to explore the correlation between vanishing rivers, massive energy projects and renewable energy sources.",146,21,0.0,1.0
Sunny Bunnies,TV Show,Belarus,0.0,2,"British TV Shows, Kids' TV, TV Comedies","Furry little bunnies hop through wild adventures as they find solutions, fun and sometimes mischief wherever there is light.",124,19,0.153125,0.45
Sunrise,Movie,"India, France",1.0,85,"Dramas, Independent Movies, International Movies","While investigating a child kidnapping, a Mumbai police inspector is haunted by a shadowy dream figure and memories of his own abducted daughter.",145,23,0.6,1.0
Super Bheem,TV Show,India,0.0,1,Kids' TV,"In this 3D-animated spinoff from the Chhota Bheem series, valiant superhero Bheem goes beyond his village to fight the good fight across the universe.",150,24,0.7,0.6000000000000001
Super Bheem Bana Vajraveer,Movie,India,0.0,63,Children & Family Movies,"Hoping to find a magical root, a monster has captured farmers in the land of Vyom. It’s up to Bheem and the gang to foil his plan and save the kingdom!",151,31,0.625,1.0
Super Dark Times,Movie,United States,1.0,104,"Dramas, Independent Movies, Thrillers","A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable.",121,19,-0.31666666666666665,0.3833333333333333
Super Deluxe,Movie,India,1.0,176,"Comedies, Dramas, International Movies","Sex, stigma and spirituality merge in these eccentric stories of an angsty teenager, an unfaithful wife and a transgender woman returning to her past.",150,24,-0.2833333333333333,0.5499999999999999
Super Drags,TV Show,Brazil,1.0,1,"International TV Shows, TV Comedies","In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",142,22,-0.11666666666666665,0.3908333333333333
Super Monsters,TV Show,,0.0,3,Kids' TV,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,134,20,0.4523809523809524,0.6904761904761904
Super Monsters and the Wish Star,Movie,,0.0,28,Children & Family Movies,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!",146,25,0.4875,0.825
Super Monsters Back to School,Movie,Canada,0.0,24,Children & Family Movies,"The Super Monsters welcome Vida to her new home in Pitchfork Pines with a tour of their favorite places, then help her through her first day at school.",151,28,0.40393939393939393,0.6709090909090909
Super Monsters Furever Friends,Movie,,0.0,59,Children & Family Movies,"On the first night of spring, the Super Monsters gather for food, fun and games in the park – and get to meet their adorable new pets!",134,27,0.31075757575757573,0.530909090909091
Super Monsters Monster Party,TV Show,,0.0,1,Kids' TV,"Sing along and move to this groovy collection of music videos featuring monster friends Katya, Lobo, Zoe, Drac, Cleo and Frankie!",129,21,0.0,0.0
Super Monsters Monster Pets,TV Show,United States,0.0,1,Kids' TV,The adorably magical Monster Pets star in a series of short adventures that are big on fun – and full of surprises!,115,22,0.2475,0.43000000000000005
Super Monsters Save Christmas,Movie,United States,0.0,24,Children & Family Movies,"It's Christmas Eve in Pitchfork Pines, and the Super Monsters are joining forces to deck the halls, find Santa's missing reindeer and save the holiday!",151,25,0.04166666666666666,0.35833333333333334
Super Monsters Save Halloween,Movie,,0.0,25,Children & Family Movies,"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of.",147,26,-0.13333333333333333,0.7833333333333333
Super Monsters: Dia de los Monsters,Movie,Canada,0.0,25,Children & Family Movies,"The Super Monsters celebrate Día de los Muertos in Vida’s hometown with her magical family, some new monster friends and a spook-tacular parade!",144,23,0.1642992424242424,0.5886363636363636
Super Monsters: Santa’s Super Monster Helpers,Movie,,0.0,24,Children & Family Movies,"When Santa needs serious help prepping all of his presents, the Super Monsters lend a hand — and some monster magic — to get every gift out on time!",148,29,0.20833333333333334,0.7777777777777777
Super Monsters: The New Class,Movie,Canada,0.0,25,Children & Family Movies,"A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level — the Purple Room!",149,25,0.15656565656565655,0.3737373737373737
Super Monsters: Vida's First Halloween,Movie,United States,0.0,24,Children & Family Movies,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard.",135,23,0.3333333333333333,0.6666666666666666
Super Nani,Movie,India,0.0,127,"Comedies, Dramas, International Movies","A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential.",145,21,0.2375,0.65
Super Wings,TV Show,"United States, South Korea, China",0.0,3,"Kids' TV, Korean TV Shows",A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe.,148,23,0.325,0.75
Superbad,Movie,United States,1.0,113,"Comedies, Cult Movies","Hoping to have sex before college, high school seniors Seth and Evan try to score booze for a huge party, leading to a series of wild misadventures.",148,27,0.22,0.6133333333333333
Superfly,Movie,United States,1.0,91,"Action & Adventure, Classic Movies, Dramas","To get away from the thug life, cocaine dealer Youngblood Priest puts together one last deal that will net him enough money to start over.",138,25,0.0,0.18888888888888888
Supergirl,TV Show,United States,0.0,5,"TV Action & Adventure, TV Sci-Fi & Fantasy","To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City.",149,24,0.35,0.65
Superlopez,Movie,Spain,1.0,108,"Action & Adventure, Comedies, International Movies","In this adaptation of the comic strip, Juan López must balance an office job with heroic feats to save the love of his life and native planet Chitón.",149,28,0.48333333333333334,0.6666666666666666
Superman Returns,Movie,United States,0.0,154,"Action & Adventure, Sci-Fi & Fantasy","When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world.",147,28,0.13636363636363635,0.45454545454545453
Supermarket Sweep,TV Show,United States,0.0,1,Reality TV,"In this iconic game show, contestants answer food trivia questions then race against the clock while stuffing their carts for massive grocery gains.",148,23,0.033333333333333326,0.6333333333333333
Supernatural,TV Show,"United States, Canada",0.0,15,"Classic & Cult TV, TV Action & Adventure, TV Horror","Siblings Dean and Sam crisscross the country, investigating paranormal activity and picking fights with demons, ghosts and monsters.",132,18,0.0,0.0
SuperNature: Wild Flyers,TV Show,United Kingdom,0.0,1,"British TV Shows, Docuseries, Science & Nature TV",This series examines the aerodynamics of flight and the evolutionary processes that have enabled certain species to survive by taking to the skies.,147,23,0.21428571428571427,0.5714285714285714
Superstar,Movie,United States,0.0,82,Comedies,A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.,132,21,0.11250000000000002,0.4583333333333333
Sur Sapata,Movie,India,0.0,140,"Comedies, Dramas, International Movies",A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school's championship victory.,144,22,0.0,0.0
Sur: The Melody of Life,Movie,India,0.0,137,"Dramas, International Movies","A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over.",150,25,0.3,0.6333333333333333
Surat Dari Praha,Movie,Indonesia,0.0,98,"Dramas, International Movies, Romantic Movies","Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man.",129,23,0.05,0.6499999999999999
Surf's Up,Movie,United States,0.0,86,"Children & Family Movies, Comedies, Sports Movies",This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.,153,24,-0.4,0.7
Surga Yang Tak Dirindukan,Movie,Indonesia,0.0,121,"Dramas, Faith & Spirituality, International Movies","After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first.",151,27,0.125,0.17083333333333334
Surga Yang Tak Dirindukan 2,Movie,Indonesia,0.0,119,"Dramas, Faith & Spirituality, International Movies","In this sequel to the award-winning 2015 film, Pras, Arini and Meirose face new challenges that could change the dynamic of their unique love triangle.",151,25,0.25284090909090906,0.5553030303030303
Surviving Death,TV Show,United States,1.0,1,"Docuseries, Reality TV","What happens after we die? This docuseries explores personal stories and research on near-death experiences, reincarnation and paranormal phenomena.",148,19,0.0,0.3
Surviving Escobar - Alias JJ,TV Show,,1.0,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As the Medellín Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",128,22,0.1,0.4
Surviving R. Kelly,TV Show,United States,1.0,1,"Crime TV Shows, Docuseries","In this documentary series on the tangled history of allegations against musician R. Kelly, women give detailed accounts of sexual and mental abuse.",148,23,0.2,0.44583333333333336
Surviving R. Kelly Part II: The Reckoning,TV Show,United States,1.0,1,"Crime TV Shows, Docuseries","As more women come forward with harrowing accusations against R. Kelly, his criminal case gains momentum in this follow-up to the powerful docuseries.",150,23,0.13333333333333333,0.6833333333333332
Surviving R. Kelly: The Impact,Movie,United States,0.0,85,Documentaries,"From public protests to viral movements, the aftermath of the R. Kelly docuseries is explored in this special featuring journalists and experts.",144,22,0.17857142857142858,0.319047619047619
Survivor,TV Show,United States,0.0,2,Reality TV,"In this long-running reality competition series, players battle the elements and each other as they vie for $1 million and the title of Sole Survivor.",150,25,-0.0625,0.3125
Survivors Guide to Prison,Movie,United States,1.0,103,Documentaries,"Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated.",144,21,0.0,0.0
Susanne Bartsch: On Top,Movie,United States,1.0,86,"Documentaries, LGBTQ Movies","Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist.",151,23,-0.10000000000000002,0.26666666666666666
Sustainable,Movie,United States,0.0,92,Documentaries,"Chef Rick Bayless, farmers and others discuss the history leading to the sustainable food movement and how it could change what we eat in the future.",149,26,0.0,0.125
Suzzanna: Buried Alive,Movie,Indonesia,1.0,126,"Horror Movies, International Movies","After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.",151,24,0.5166666666666666,0.55
Svaha: The Sixth Finger,Movie,South Korea,1.0,123,"International Movies, Thrillers",A minister who researches religious cults turns to his Buddhist monk friend for help investigating a new group with mysterious origins.,135,21,0.04545454545454545,0.5681818181818182
Swades,Movie,India,0.0,185,"Dramas, International Movies",An Americanized NASA scientist returns to his native India on a business trip and searches for the nanny who helped raise him.,126,22,0.0,0.0
Swami,Movie,India,0.0,123,"Dramas, Independent Movies, International Movies","After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice.",142,26,0.2,0.5499999999999999
Swami Baba Ramdev: The Untold Story,TV Show,,0.0,1,"International TV Shows, TV Dramas","Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions.",150,22,-0.025,0.06666666666666667
Swearnet Live,Movie,Canada,1.0,75,"Comedies, International Movies","""Trailer Park Boys"" John Paul Tremblay, Robb Wells and Mike Smith host this foulmouthed live kick-off of their Web-based Swearnet network.",138,21,0.13636363636363635,0.5
Swearnet: The Movie,Movie,Canada,1.0,112,"Comedies, International Movies","After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences.",145,23,0.3666666666666667,0.7666666666666666
Sweeney Todd: The Demon Barber of Fleet Street,Movie,"United States, United Kingdom",1.0,116,"Dramas, Horror Movies, Music & Musicals","After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London.",146,25,-0.4000000000000001,0.6
Sweet Magnolias,TV Show,United States,0.0,1,"Romantic TV Shows, TV Dramas","Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small, Southern town of Serenity.",152,25,-0.11875,0.34375
Sweet Virginia,Movie,"United States, Canada",1.0,93,"Dramas, Independent Movies, Thrillers","In a remote Alaskan town reeling from a sudden triple murder, a former rodeo champ befriends a lone newcomer with a violent occupation.",135,23,-0.225,0.425
Sweetheart,Movie,United States,0.0,83,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.,147,25,-0.15000000000000002,0.30000000000000004
Swiped,Movie,United States,0.0,94,Comedies,"When two college roommates develop a groundbreaking hookup app, casual affairs – and complications – soon run rampant on campus.",128,20,-0.5000000000000001,0.8666666666666667
Swiss Army Man,Movie,"United States, Sweden",1.0,97,"Comedies, Dramas, Independent Movies",A washed-up corpse with surprising abilities gives a hopeless man stranded in the wilderness someone to talk to – and a newfound reason to live.,144,25,0.41818181818181815,0.5
Switched,TV Show,Japan,1.0,1,"International TV Shows, TV Dramas, TV Mysteries","High schooler Ayumi's perfect world evaporates when her envious classmate Zenko somehow steals her body, her boyfriend and her life.",132,20,0.58,0.77
Sword Art Online,TV Show,Japan,1.0,3,"Anime Series, International TV Shows",A video game whiz helps create a new technology that enables players to guide their online avatars with their own bodies – but a dark twist emerges.,148,27,0.04659090909090908,0.5636363636363636
Sword Art Online Alternative: Gun Gale Online,TV Show,Japan,1.0,1,"Anime Series, International TV Shows",College student Karen takes up Gun Gale Online and gets a reputation as the Pink Demon. Then her gaming buddy Pitohui asks her to join the Squad Jam.,149,28,-0.1,0.3
Sword Master,Movie,"China, Hong Kong",1.0,108,"Action & Adventure, Dramas, International Movies","Haunted by the past, a master swordsman masks his identity to work anonymously as a janitor in a brothel, setting in motion a violent chain of events.",150,27,-0.525,0.625
Sword Masters: Two Champions of Shaolin,Movie,Hong Kong,1.0,101,"Action & Adventure, International Movies","Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recovers, Tung learns this deadly art, and also falls in love with his teacher's daughter.",235,40,-0.15000000000000002,0.42500000000000004
Swordfish,Movie,United States,1.0,99,Action & Adventure,"Determined to get his mitts on $9 billion in a secret DEA account so he can fight terrorism, a rogue agent recruits an encryption expert to hack in.",148,28,-0.4,0.7
SWORDGAI The Animation,TV Show,Japan,1.0,2,"Anime Series, International TV Shows","A young man becomes host to a legendary infernal sword and, with the fate of humanity now in his arm, wields its demonic power against his enemies.",147,27,0.55,0.7
Sylvia,Movie,Nigeria,0.0,104,"Dramas, International Movies, Thrillers","When a man outgrows a childhood friendship and commits to marrying his girlfriend, obsession and spiritual warfare soon disrupt his peaceful life.",146,22,0.125,0.31666666666666665
Sym-Bionic Titan,TV Show,United States,0.0,1,Kids' TV,"Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot.",148,25,0.15,1.0
System Crasher,Movie,Germany,1.0,120,"Dramas, Independent Movies, International Movies","Traumatized, violent and yearning for love, 9-year-old Benni bonds with a gruff mentor as child-services workers struggle to find her a home.",141,22,-0.15000000000000002,0.8
Taal,Movie,India,0.0,177,"Dramas, International Movies, Music & Musicals","Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in.",149,24,0.0,0.0
Taare Zameen Par,Movie,India,0.0,162,"Dramas, International Movies","When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity.",146,22,0.2833333333333333,0.5833333333333334
Tabula Rasa,TV Show,Belgium,1.0,1,"International TV Shows, TV Dramas, TV Mysteries","When a young woman with amnesia becomes a key figure in a missing persons case, she must reconstruct her memories to clear her name.",132,24,3.469446951953614e-18,0.4583333333333333
Taco Chronicles,TV Show,United States,1.0,2,"Docuseries, International TV Shows, Reality TV","Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.",150,22,0.4375,0.6666666666666666
Tahaan,Movie,India,0.0,95,"Dramas, International Movies","After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet.",138,20,0.7,1.0
Taj Mahal 1989,TV Show,India,1.0,1,"International TV Shows, Romantic TV Shows, TV Comedies","In and around Lucknow University in 1989, couples of varying ages explore the politics of love through marriage, budding romances and friendships.",146,22,0.3,0.4
Take Me,Movie,United States,1.0,84,"Comedies, Independent Movies","With his simulated kidnapping business flagging, an entrepreneur jumps at a weekend abduction opportunity – only to find the job isn't what it seems.",149,24,0.0,1.0
Take Me Home Tonight,Movie,"United States, Germany",1.0,97,"Comedies, Romantic Movies","Set in the financial boom of the late 1980s, this tale centers on a recent college grad trying to figure out what to do with his life.",134,27,-0.09999999999999999,0.2833333333333333
Take My Brother Away,TV Show,China,0.0,1,"International TV Shows, TV Comedies, TV Dramas","Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.",144,22,-0.1875,0.5
Take the 10,Movie,United States,1.0,80,Comedies,Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.,138,24,0.0,0.0
